user_id,nb_visits,nb_purchase,amount_purchase,nb_products_seen,nb__distinct_products,nb_distinct_category0,nb_distinct_category1,nb_distinct_category2,nb_distinct_product_purchased,nb_distinct_category_purchased,nb_visits_last_month,nb_purchase_last_month,amount_purchase_last_month,nb_products_seen_last_month,nb__distinct_products_last_month,nb_distinct_category0_last_month,nb_distinct_category1_last_month,nb_distinct_category2_last_month,nb_distinct_product_purchased_last_month,nb_distinct_category_purchased_last_month,nb_associated_months,nb_days_last_activity,nb_days_last_purchase,nb_active_months,nb_active_purchase_months,nb_purchase_total,amount_purchase_total,no_activity_evaluation_period,amount_purchase_evaluation_period,no_purchase_evaluation_period
18811,7,1,39.0,5,5,4,4,4,1,1,6,1,39.0,4,4,4,4,4,1,1,5,8,8,4,1,1,39.0,0,0,1
58934,63,7,72.0,45,40,10,21,22,7,4,16,2,15.0,10,8,6,6,6,2,2,5,1,1,6,4,10,104.0,0,10,0
38296,4,2,36.0,3,3,1,2,2,2,1,4,2,36.0,3,3,1,2,2,2,1,5,5,5,2,2,3,66.0,0,1,0
83811,10,1,56.0,7,7,3,7,7,1,1,3,0,0.0,2,2,2,2,2,0,0,5,16,69,5,1,1,56.0,0,2,0
9038,13,3,152.0,13,12,7,12,12,3,3,0,0,0.0,0,0,0,0,0,0,0,4,51,51,3,3,4,170.0,1,0,1
140794,74,1,45.0,44,42,8,19,19,1,1,7,0,0.0,2,2,1,1,1,0,0,5,6,96,6,3,6,129.0,0,0,1
10409,29,4,97.0,18,16,8,15,15,4,3,1,0,0.0,0,0,0,0,0,0,0,5,28,36,6,4,5,97.0,1,0,1
1847,2,2,38.0,2,2,2,2,2,2,2,2,2,38.0,2,2,2,2,2,2,2,0,1,1,1,1,2,38.0,0,1,0
46308,25,4,238.0,21,14,7,11,11,4,4,25,4,238.0,21,14,7,11,11,4,4,5,2,2,3,2,7,310.0,0,0,1
50199,16,2,36.0,9,9,5,8,8,2,2,0,0,0.0,0,0,0,0,0,0,0,4,40,100,3,1,2,36.0,0,0,1
46203,1,1,39.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,2,116,116,2,1,1,39.0,1,0,1
148960,3,1,48.0,3,2,2,2,2,1,1,0,0,0.0,0,0,0,0,0,0,0,2,109,109,2,2,3,102.0,1,0,1
146186,1,1,38.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,4,36,36,3,2,6,219.0,1,0,1
101427,56,1,36.0,30,28,8,20,20,1,1,1,0,0.0,1,1,1,1,1,0,0,5,8,88,6,1,1,36.0,0,0,1
98862,2,2,73.0,2,2,1,2,2,2,1,0,0,0.0,0,0,0,0,0,0,0,3,71,71,3,3,3,78.0,1,0,1
57053,25,2,70.0,20,19,7,14,14,2,1,11,1,18.0,9,9,4,7,7,1,1,5,16,18,6,2,2,70.0,1,0,1
136197,326,3,57.0,164,151,11,46,46,3,2,64,1,38.0,34,32,8,23,23,1,1,5,1,16,6,3,3,57.0,0,0,1
81308,20,4,2030.0,13,13,6,9,9,4,4,0,0,0.0,0,0,0,0,0,0,0,4,34,42,3,3,5,2030.0,1,0,1
142105,9,2,62.0,6,5,4,5,5,2,2,0,0,0.0,0,0,0,0,0,0,0,3,79,90,2,2,3,72.0,1,0,1
137808,38,2,64.0,15,14,4,9,9,2,2,9,2,64.0,4,3,2,3,3,2,2,5,17,18,6,3,4,89.0,0,3,0
28000,46,3,75.0,40,35,7,22,22,3,2,15,1,26.0,11,11,6,9,9,1,1,5,13,17,5,3,5,136.0,0,2,0
120891,66,4,218.0,63,59,8,26,26,4,2,0,0,0.0,0,0,0,0,0,0,0,4,41,66,5,3,7,304.0,1,0,1
106136,128,6,167.0,83,81,10,37,38,6,4,13,6,167.0,10,10,5,10,10,6,4,4,2,16,5,1,6,167.0,0,1,0
141654,337,5,197.0,200,189,11,56,56,5,3,34,1,7.0,16,16,6,11,11,1,1,4,1,28,5,4,5,197.0,0,1,0
81253,1,1,253.0,1,1,1,1,1,1,1,1,1,253.0,1,1,1,1,1,1,1,4,21,21,2,1,1,253.0,1,0,1
7095,149,11,376.0,124,107,10,40,41,11,6,77,9,354.0,62,56,10,30,31,9,6,4,5,11,4,4,13,399.0,0,2,0
13224,26,5,187.0,19,18,6,12,12,5,5,7,1,21.0,6,6,3,5,5,1,1,4,1,8,4,3,5,187.0,0,0,1
127362,14,1,38.0,8,7,4,7,7,1,1,1,1,38.0,1,1,1,1,1,1,1,4,31,31,5,2,2,43.0,1,0,1
35981,10,3,184.0,8,8,6,7,7,3,3,0,0,0.0,0,0,0,0,0,0,0,2,92,92,2,2,4,197.0,1,0,1
128837,6,3,46.0,5,5,2,4,4,3,1,0,0,0.0,0,0,0,0,0,0,0,2,77,77,2,1,3,46.0,1,0,1
51056,22,6,167.0,19,18,6,12,12,6,3,5,3,97.0,5,5,3,5,5,3,2,4,30,30,4,2,6,167.0,0,0,1
90883,779,9,189.0,740,383,11,61,63,9,5,417,9,189.0,396,208,11,54,55,9,5,4,1,18,5,1,9,189.0,0,1,0
84378,15,2,80.0,10,10,6,9,9,2,1,0,0,0.0,0,0,0,0,0,0,0,1,104,104,2,1,2,80.0,1,0,1
14987,286,4,65.0,168,166,11,50,50,4,3,76,0,0.0,45,44,8,23,23,0,0,4,2,39,5,2,4,65.0,0,5,0
80022,77,2,99.0,60,57,9,23,23,2,2,31,2,99.0,26,26,6,16,16,2,2,4,2,13,5,1,2,99.0,0,1,0
70445,13,4,50.0,11,11,7,10,10,4,3,1,0,0.0,1,1,1,1,1,0,0,4,1,103,5,1,4,50.0,0,11,0
111333,24,4,40.0,18,16,7,14,14,4,3,8,0,0.0,5,5,5,5,5,0,0,4,15,46,4,1,4,40.0,1,0,1
130243,172,14,400.0,128,122,10,45,46,14,5,47,5,81.0,35,33,7,20,20,5,3,4,1,3,5,4,16,440.0,0,2,0
129794,5,1,65.0,3,3,2,3,3,1,1,0,0,0.0,0,0,0,0,0,0,0,1,117,117,2,1,1,65.0,1,0,1
18793,5,1,223.0,4,4,3,4,4,1,1,0,0,0.0,0,0,0,0,0,0,0,2,64,64,3,1,1,223.0,0,0,1
65926,39,3,70.0,35,34,8,21,21,3,3,3,1,13.0,3,3,3,3,3,1,1,4,6,30,4,3,3,70.0,0,0,1
57674,48,6,93.0,30,29,8,14,14,6,2,17,4,70.0,14,13,5,9,9,4,2,4,2,2,5,4,7,98.0,0,7,0
34765,6,1,39.0,4,4,3,4,4,1,1,0,0,0.0,0,0,0,0,0,0,0,2,75,115,3,1,1,39.0,1,0,1
18226,16,1,48.0,15,14,5,10,10,1,1,0,0,0.0,0,0,0,0,0,0,0,2,72,119,3,2,2,54.0,1,0,1
91291,33,2,50.0,28,28,7,17,17,2,2,9,0,0.0,8,8,6,7,7,0,0,4,1,54,5,2,4,68.0,0,0,1
17390,4,1,515.0,4,4,2,4,4,1,1,0,0,0.0,0,0,0,0,0,0,0,2,91,121,3,1,1,515.0,1,0,1
132686,7,1,48.0,6,5,3,5,5,1,1,1,0,0.0,1,1,1,1,1,0,0,4,7,117,4,1,1,48.0,1,0,1
95070,31,2,37.0,29,26,7,18,18,2,2,1,0,0.0,1,1,1,1,1,0,0,4,15,94,5,1,2,37.0,0,0,1
130887,7,2,390.0,7,7,5,7,7,2,2,3,1,360.0,3,3,3,3,3,1,1,4,22,22,3,3,3,399.0,0,1,0
102615,58,5,70.0,42,41,9,21,21,5,4,3,0,0.0,2,2,2,2,2,0,0,4,5,47,5,2,6,74.0,0,0,1
131866,17,4,175.0,13,12,7,10,11,4,3,2,1,140.0,2,2,2,2,2,1,1,4,2,2,5,3,4,175.0,0,0,1
71527,5,2,48.0,5,4,4,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,1,114,114,2,1,2,48.0,1,0,1
113730,1,1,50.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,122,122,1,1,1,50.0,1,0,1
130585,7,1,39.0,6,6,5,6,6,1,1,0,0,0.0,0,0,0,0,0,0,0,0,116,122,1,1,1,39.0,1,0,1
23058,1,1,45.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,122,122,1,1,1,45.0,1,0,1
13272,18,2,147.0,16,15,7,12,12,2,2,0,0,0.0,0,0,0,0,0,0,0,1,79,95,2,1,2,147.0,1,0,1
145541,7,1,57.0,6,6,4,6,6,1,1,0,0,0.0,0,0,0,0,0,0,0,1,92,95,2,1,1,57.0,1,0,1
130664,19,6,100.0,16,16,7,13,13,6,4,4,3,62.0,4,4,3,4,4,3,2,3,16,16,3,2,6,100.0,1,0,1
142915,8,3,36.0,7,7,3,5,5,3,2,0,0,0.0,0,0,0,0,0,0,0,0,108,113,1,1,3,36.0,1,0,1
45387,1,1,38.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,120,120,1,1,1,38.0,1,0,1
7501,58,4,115.0,44,42,9,20,20,4,1,0,0,0.0,0,0,0,0,0,0,0,0,97,108,1,1,4,115.0,1,0,1
137284,43,5,37.0,26,23,7,15,15,5,3,22,3,31.0,12,11,4,10,10,3,2,3,1,19,3,2,5,37.0,0,0,1
71231,202,5,65.0,162,157,10,42,42,5,3,59,1,6.0,43,42,9,23,23,1,1,3,1,1,4,4,5,65.0,0,0,1
69761,6,5,999417.0,6,6,4,6,6,5,3,0,0,0.0,0,0,0,0,0,0,0,0,119,119,1,1,5,999417.0,1,0,1
23507,6,1,347.0,5,4,3,4,4,1,1,0,0,0.0,0,0,0,0,0,0,0,0,119,119,1,1,1,347.0,1,0,1
80328,16,3,215.0,14,14,5,11,11,3,2,0,0,0.0,0,0,0,0,0,0,0,0,104,112,1,1,3,215.0,1,0,1
70061,23,3,56.0,15,11,5,11,11,3,3,0,0,0.0,0,0,0,0,0,0,0,2,49,49,3,2,3,56.0,1,0,1
30033,5,1,45.0,5,5,3,4,4,1,1,0,0,0.0,0,0,0,0,0,0,0,0,104,118,1,1,1,45.0,0,0,1
115134,118,5,87.0,117,117,10,43,43,5,4,21,0,0.0,20,20,7,15,15,0,0,3,12,38,4,2,5,87.0,0,4,0
63265,1,1,48.0,1,1,1,1,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,118,118,1,1,1,48.0,1,0,1
129280,14,3,86.0,8,7,3,6,7,3,3,3,2,79.0,3,3,2,2,3,2,2,3,26,28,4,2,3,86.0,1,0,1
56367,4,1,43.0,3,3,2,3,3,1,1,0,0,0.0,0,0,0,0,0,0,0,0,114,116,1,1,1,43.0,1,0,1
63366,7,3,108.0,7,6,4,5,5,3,2,0,0,0.0,0,0,0,0,0,0,0,0,95,95,1,1,3,108.0,1,0,1
772,8,4,59.0,8,8,5,8,8,4,3,7,3,52.0,7,7,5,7,7,3,3,3,30,30,2,2,4,59.0,1,0,1
78035,41,1,48.0,33,27,9,17,18,1,1,16,0,0.0,14,10,4,8,9,0,0,3,10,40,4,1,1,48.0,0,5,0
59980,9,1,50.0,9,9,6,9,9,1,1,0,0,0.0,0,0,0,0,0,0,0,0,114,114,1,1,1,50.0,1,0,1
82653,64,1,48.0,60,57,9,32,32,1,1,1,0,0.0,1,1,1,1,1,0,0,3,31,57,3,1,1,48.0,1,0,1
141082,165,11,270.0,133,120,9,48,49,11,5,7,0,0.0,7,6,2,5,5,0,0,3,22,45,4,3,11,270.0,0,0,1
69104,9,3,90.0,8,6,5,6,6,3,3,0,0,0.0,0,0,0,0,0,0,0,2,39,54,3,2,3,90.0,1,0,1
105715,37,21,455.0,37,33,9,22,22,21,8,0,0,0.0,0,0,0,0,0,0,0,2,55,55,2,2,21,455.0,1,0,1
69822,4,1,201.0,4,4,3,3,3,1,1,0,0,0.0,0,0,0,0,0,0,0,0,110,110,1,1,1,201.0,1,0,1
121131,84,3,163.0,62,57,9,32,32,3,2,19,0,0.0,13,11,6,10,10,0,0,3,1,46,4,2,3,163.0,0,0,1
107573,10,2,55.0,10,9,2,3,3,2,1,0,0,0.0,0,0,0,0,0,0,0,1,89,96,2,1,2,55.0,1,0,1
4346,525,3,49.0,270,226,11,59,60,3,2,101,0,0.0,52,47,8,27,27,0,0,6,1,68,7,4,13,213.0,0,3,0
55889,630,1,59.0,338,270,11,59,59,1,1,202,0,0.0,103,72,10,32,32,0,0,6,1,114,7,1,1,59.0,0,0,1
53694,11,4,102.0,11,10,6,8,8,4,3,0,0,0.0,0,0,0,0,0,0,0,4,70,76,2,1,4,102.0,0,2,0
71687,779,2,66.0,730,511,11,76,78,2,2,147,2,66.0,138,105,10,37,38,2,2,6,1,28,7,1,2,66.0,0,2,0
32921,548,18,475.0,276,269,11,62,62,18,8,67,1,155.0,29,29,8,17,17,1,1,6,1,24,7,7,43,1302.0,0,5,0
122944,28,13,309.0,22,22,7,14,14,13,5,6,0,0.0,2,2,2,2,2,0,0,6,6,34,7,6,20,378.0,0,3,0
4853,401,11,297.0,290,255,11,60,61,11,7,95,5,50.0,71,66,10,29,30,5,3,6,1,9,7,6,20,965.0,0,6,0
80075,120,4,121.0,89,85,11,38,38,4,3,50,2,55.0,37,35,8,19,19,2,2,6,3,17,7,3,4,121.0,0,6,0
34981,188,7,1119.0,114,108,11,39,39,7,3,26,0,0.0,15,15,6,13,13,0,0,6,1,37,7,6,14,1410.0,0,3,0
42878,60,3,44.0,45,44,10,30,30,3,3,22,3,44.0,18,17,9,14,14,3,3,6,2,2,7,3,8,155.0,0,3,0
148001,41,2,48.0,33,32,7,18,18,2,1,5,1,48.0,5,5,1,3,3,1,1,6,6,12,7,3,3,59.0,0,0,1
50088,33,9,215.0,28,27,9,20,20,9,6,21,5,182.0,19,18,8,15,15,5,5,6,1,7,7,4,12,358.0,0,7,0
32788,121,4,177.0,106,105,11,45,45,4,4,25,2,59.0,21,21,8,16,16,2,2,6,5,15,7,2,4,177.0,0,0,1
55708,38,4,115.0,31,28,8,18,19,4,4,8,0,0.0,7,7,3,4,5,0,0,6,23,73,7,5,9,251.0,0,1,0
103325,45,2,162.0,23,23,6,12,12,2,2,7,0,0.0,2,2,2,2,2,0,0,6,3,73,7,1,2,162.0,0,0,1
77509,18,3,176.0,13,12,6,10,10,3,3,5,1,1.0,4,4,3,4,4,1,1,6,1,23,7,4,6,600.0,0,0,1
25849,26,2,168.0,10,9,4,7,7,2,2,5,1,15.0,3,3,2,3,3,1,1,6,8,17,7,4,4,197.0,0,0,1
90185,107,9,122.0,68,61,10,26,26,9,4,24,7,97.0,18,17,7,12,12,7,4,6,7,7,7,4,10,144.0,0,0,1
73298,6,1,55.0,5,5,4,5,5,1,1,0,0,0.0,0,0,0,0,0,0,0,3,111,111,3,1,1,55.0,0,0,1
91940,63,2,61.0,39,33,8,17,17,2,2,15,1,45.0,10,9,4,6,6,1,1,6,6,15,7,4,4,87.0,0,0,1
44056,63,4,198.0,41,41,11,26,26,4,3,9,1,129.0,7,7,4,6,6,1,1,6,15,22,7,3,4,198.0,0,0,1
50487,160,3,149.0,90,84,11,39,39,3,2,26,0,0.0,13,13,5,11,11,0,0,6,6,42,7,6,12,355.0,0,2,0
136802,60,8,146.0,42,42,9,29,29,8,5,25,3,73.0,22,22,7,17,17,3,2,6,8,18,7,6,19,386.0,0,3,0
38167,50,1,70.0,32,32,8,19,19,1,1,2,0,0.0,1,1,1,1,1,0,0,6,11,59,7,1,1,70.0,1,0,1
94815,726,8,174.0,550,410,11,70,71,8,6,256,5,67.0,207,149,11,47,47,5,4,6,1,1,7,6,10,259.0,0,4,0
114645,47,1,42.0,26,26,6,13,14,1,1,9,1,42.0,4,4,3,3,3,1,1,6,1,8,7,1,1,42.0,0,0,1
2425,46,4,46.0,35,35,10,20,20,4,2,0,0,0.0,0,0,0,0,0,0,0,5,39,60,6,5,14,179.0,0,2,0
5919,37,6,137.0,31,30,6,17,17,6,4,3,1,18.0,3,2,2,2,2,1,1,6,20,20,7,6,10,175.0,0,0,1
59913,85,7,138.0,63,62,8,25,25,7,4,10,0,0.0,8,8,5,7,7,0,0,6,8,81,7,1,7,138.0,0,0,1
5561,17,2,77.0,15,15,6,11,11,2,1,11,0,0.0,9,9,4,7,7,0,0,6,7,44,5,2,2,77.0,0,2,0
32734,146,7,328.0,115,102,10,43,43,7,4,20,3,203.0,14,14,7,11,11,3,2,6,1,12,7,5,12,535.0,0,10,0
66685,5,1,59.0,4,3,1,2,2,1,1,3,1,59.0,3,3,1,2,2,1,1,6,27,27,4,3,4,137.0,0,0,1
77108,21,6,162.0,20,18,7,14,14,6,5,0,0,0.0,0,0,0,0,0,0,0,2,61,61,3,3,6,162.0,1,0,1
26813,2,2,64.0,2,2,2,2,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,110,110,1,1,2,64.0,1,0,1
50232,9,3,75.0,9,8,4,7,7,2,2,0,0,0.0,0,0,0,0,0,0,0,1,76,82,2,1,3,75.0,1,0,1
151597,2,2,99.0,2,2,1,2,2,2,1,0,0,0.0,0,0,0,0,0,0,0,0,109,109,1,1,2,99.0,1,0,1
114283,5,1,186.0,4,4,2,4,4,1,1,3,1,186.0,2,2,2,2,2,1,1,3,16,16,2,1,1,186.0,1,0,1
73433,57,4,39.0,47,45,10,24,24,3,2,0,0,0.0,0,0,0,0,0,0,0,1,66,66,2,2,4,39.0,1,0,1
53320,47,2,73.0,46,42,9,25,25,2,2,8,0,0.0,8,8,5,6,6,0,0,3,21,59,4,2,2,73.0,0,6,0
97836,57,5,81.0,51,49,9,29,29,5,2,7,0,0.0,6,6,4,6,6,0,0,3,3,38,3,2,5,81.0,0,6,0
134604,5,2,149.0,5,5,4,5,5,2,2,0,0,0.0,0,0,0,0,0,0,0,0,108,108,1,1,2,149.0,1,0,1
40257,6,2,45.0,4,4,3,4,4,2,2,0,0,0.0,0,0,0,0,0,0,0,0,100,100,1,1,2,45.0,1,0,1
77832,552,16,416.0,451,368,11,75,75,16,7,141,7,216.0,119,107,10,46,46,7,4,3,1,6,4,4,16,416.0,0,2,0
